,0,tick number
0,0.00018968408314479375,0
1,0.0010163341673767754,48
2,0.0028559811489154837,96
3,0.002457963200382741,144
4,0.00019854468946608095,0
5,0.0010401821142988063,48
6,0.001713914450895991,96
7,0.003387351064199367,144
8,0.00019918418752928836,0
9,0.0008336066099077095,48
10,0.001699626842826642,96
11,0.0027339271920291614,144
12,0.00014055616417708218,0
13,0.0011916026836794676,48
14,0.0014058721883388483,96
15,0.0021633888503139087,144
16,0.00014859432941348235,0
17,0.0012427342975249625,48
18,0.002476906733358257,96
19,0.0018499006137835858,144
20,0.00012322435584976018,0
21,0.0010349344270325915,48
22,0.0024192956402131656,96
23,0.00244200698403896,144
24,0.00010585086037649024,0
25,0.001036450254037558,48
26,0.001612240080161334,96
27,0.0015780749318188975,144
28,0.00037078757416851544,0
29,0.0008876395495010853,48
30,0.003027017231928536,96
31,0.0021146056123974737,144
32,0.00012747788001874413,0
33,0.001325580341834369,48
34,0.0021979328781659116,96
35,0.00213545815452704,144
36,0.00015382994855687277,0
37,0.0015230313210807106,48
38,0.0023924801052634015,96
39,0.003993986833235169,144
40,0.00017772670342933443,0
41,0.001372333700088715,48
42,0.0021741071990269575,96
43,0.00297935361884659,144
44,0.00010440677300084248,0
45,0.0012596973750767155,48
46,0.0013739169854742207,96
47,0.002417930670624706,144
48,0.0001789684849287691,0
49,0.0014463736495577252,48
50,0.0028417906393588266,96
51,0.0033605430877114172,144
52,0.00012935966295088072,0
53,0.0009556406655995416,48
54,0.0012983493677381358,96
55,0.0015716065009588078,144
56,0.00011621614811008979,0
57,0.0008179954704756958,48
58,0.0015373210431362133,96
59,0.0024644346352725535,144
60,0.00012025778281923655,0
61,0.0013805103147297517,48
62,0.0017284817030552852,96
63,0.001883563071714058,144
64,0.00018193152857615567,0
65,0.0010351004700520656,48
66,0.0016128132251159676,96
67,0.001834147332453802,144
68,0.00010948049239712357,0
69,0.0011336688516806622,48
70,0.0020078614165330018,96
71,0.00331071890355146,144
72,0.000279996010927754,0
73,0.0009147117580855652,48
74,0.002193118835699911,96
75,0.0017882436344917288,144
76,0.00011860880890021791,0
77,0.0011736607943133948,48
78,0.0026932265818767646,96
79,0.002319496801937054,144
80,0.00012080819009588914,0
81,0.0009703013806867947,48
82,0.0020638611062618914,96
83,0.0029128367282989813,144
84,0.00022013187008126312,0
85,0.0012612197169446903,48
86,0.002127731153103239,96
87,0.003312867705463752,144
88,0.00019413553220498883,0
89,0.0012363250552146568,48
90,0.0012208317971892052,96
91,0.001846230804151152,144
92,0.00013745455470692104,0
93,0.0007621761889836625,48
94,0.0018839341087178308,96
95,0.00388557293670018,144
96,0.00011745051975080241,0
97,0.0011165192670405124,48
98,0.0027913540458904718,96
99,0.0025998038331692614,144
