,0,tick number
0,0.0001284722511664346,0
1,0.0013777229106049515,48
2,0.0017586460454248288,96
3,0.0019757757662306383,144
4,0.00028358697725535667,0
5,0.0010377235486687527,48
6,0.003418575042292547,96
7,0.002278733317761917,144
8,0.00025745189466294015,0
9,0.001379880727535432,48
10,0.0024106339003220918,96
11,0.002711883030810194,144
12,0.00016548123579683573,0
13,0.000988362290657341,48
14,0.002102136956666337,96
15,0.0018681207974621426,144
16,0.00022722127310310545,0
17,0.001155733440547824,48
18,0.001553991794851337,96
19,0.0033083829431280695,144
20,0.0003503279381709483,0
21,0.0011684515682214094,48
22,0.001347141125769224,96
23,0.002655778636241444,144
24,9.511430639623312e-05,0
25,0.0013659443807750996,48
26,0.0026907475331333836,96
27,0.0030569725683334743,144
28,0.00017095987736085808,0
29,0.0007046534141762109,48
30,0.0034199932470951096,96
31,0.002690356549682379,144
32,0.00018559537234307856,0
33,0.0011726147181012436,48
34,0.0014214092990282319,96
35,0.0025576482648266537,144
36,0.00015620274615855997,0
37,0.0009817174064356087,48
38,0.003490102406358395,96
39,0.004369411002531361,144
40,0.0002020978008003061,0
41,0.0009159815520255812,48
42,0.0017585841969476464,96
43,0.0033733699474944928,144
44,0.0001448840384625029,0
45,0.0011157706892340959,48
46,0.0014562221259673245,96
47,0.0018726367507336823,144
48,0.00014335421520146434,0
49,0.001015407313401713,48
50,0.0020699171959212724,96
51,0.004302265605092137,144
52,0.00017040736581951107,0
53,0.0009245187273236305,48
54,0.0017255079901267163,96
55,0.001934771647613283,144
56,0.00017123403063196195,0
57,0.0008421862944991568,48
58,0.0019546911476082843,96
59,0.002216477075236778,144
60,0.00018070033904646506,0
61,0.000890653718821338,48
62,0.0016871860934435073,96
63,0.0014158024581102167,144
64,0.00021450482668997095,0
65,0.0010715014082953948,48
66,0.001472116455807998,96
67,0.0018789366074755988,144
68,0.0001461905129393069,0
69,0.0009381982321565509,48
70,0.0026933840930469604,96
71,0.002053614814383531,144
72,0.0002455337139734551,0
73,0.0013635707536941973,48
74,0.002086096710481371,96
75,0.0013236272162738356,144
76,0.00028645085887419583,0
77,0.000980106988655566,48
78,0.0024246549121602224,96
79,0.0031742835891394724,144
80,0.0001529009656761296,0
81,0.000955344522267996,48
82,0.0022379861387681397,96
83,0.003381551194659754,144
84,0.0002517627517115993,0
85,0.0011068186859742209,48
86,0.001701396076176905,96
87,0.003384054564470759,144
88,0.00017687047063567982,0
89,0.0009552193520437241,48
90,0.0020367503170383447,96
91,0.004575577020666536,144
92,0.0001971381905253366,0
93,0.0012411063653053266,48
94,0.0028188530630221136,96
95,0.003996962706935795,144
96,0.00018500194294475492,0
97,0.0011313051050028157,48
98,0.00224519499773723,96
99,0.002211146094567529,144
