"X","Y","dapi","nanog","gata6","nanog_normalized","gata6_normalized"
0.555555555555556,2301.44444444444,21669.2222222222,23116.7777777778,2742.88888888889,1.06680237715552,0.126579941853012
1.78313253012048,2321.85542168675,30837.4337349398,46649.8795180723,2845.67469879518,1.51276788850353,0.0922798804613545
3.44859813084112,2345.80373831776,27096.4205607477,62101.7570093458,29414.1401869159,2.29188046702034,1.08553600727344
1.62745098039216,2403.41176470588,23242.0588235294,30995.862745098,2775.23529411765,1.3336108896566,0.119405742631892
1.23684210526316,2528.44736842105,23676.2368421053,21862.2894736842,25848.0263157895,0.923385317501337,1.0917286597599
0,2556.5,27071.3333333333,16131.8333333333,11522.8333333333,0.595900953037654,0.425647055926318
1.60344827586207,2584.31034482759,24689.0862068966,19112.1896551724,5845.25862068965,0.774114906279265,0.236754757616621
1.78723404255319,2601.44680851064,24823.3617021277,55911.4468085106,21514.3404255319,2.25237207914987,0.866697294415521
1.24,2618.2,20709.92,19371,23851.04,0.93534885697289,1.15167224209461
1.16666666666667,2641.04166666667,25373.5416666667,18261.375,9593.375,0.71970146067508,0.378085768476021
1.07407407407407,2674.55555555556,20103.037037037,24280.4074074074,22300.4444444444,1.20779797414063,1.10930723568578
0.411764705882353,2698.70588235294,21065.7058823529,26278.1764705882,3169.05882352941,1.24743868623941,0.150436868397758
1.09375,2719.25,19127.375,52886.6875,5651.375,2.7649736307256,0.295460040909952
3.7948717948718,2735.41025641026,23155.9230769231,43384.8547008547,7988.22222222222,1.87359642527451,0.344975330747371
0.916666666666667,2767.16666666667,18460.1666666667,51631.6666666667,3960.16666666667,2.79692310470292,0.214524968174718
1.41176470588235,2773.29411764706,17347.5882352941,48406.1176470588,3714,2.79036584166641,0.214093160941172
2.76315789473684,2806.15789473684,29311,45556.8289473684,23570.1710526316,1.55425706892868,0.804140802177735
5.59171597633136,2477.19526627219,19622.6153846154,45443.9171597633,9277.78698224852,2.31589501547243,0.472810927615823
2.3968253968254,2496.92063492064,24201.3968253968,39025.3492063492,4959.98412698413,1.61252466078306,0.204946192270156
3.75,2576.625,19520.875,18853.5,5685.375,0.965812239461602,0.2912459098273
5.64150943396226,2530.79245283019,24796.2641509434,22299.3962264151,28089.2264150943,0.899304673102004,1.13280074143853
6.61682242990654,2653.57009345794,28084.9906542056,18398.3925233645,9643.14953271028,0.655096978663563,0.343355981543339
6,1902.5,20265,28731.8333333333,4047.83333333333,1.41780574060367,0.199745044822765
5.29,2436.93,20898.69,43880.23,11540.47,2.09966414162802,0.552210210305048
8.89772727272727,2493.75,24810.4886363636,37805.9204545455,5181.68181818182,1.52378782250725,0.208850454101386
5.88811188811189,2610.82517482518,23743.2797202797,21367.8391608392,24960.6503496504,0.899953140955012,1.05127221865355
7.31182795698925,2428.62365591398,24917.6451612903,52723.8602150538,14339.1720430108,2.11592467401215,0.575462566795305
6.56930693069307,2546.93069306931,30598.1930693069,33370.2178217822,17506.1287128713,1.09059439379954,0.572129493830526
7.41758241758242,2459.67032967033,24871.5714285714,33676.1538461538,6250.1978021978,1.35400185480311,0.251298870284402
8.22222222222222,2106.31111111111,21086.8,35661.2444444444,12505.7333333333,1.69116435136884,0.593059797282344
7.0958904109589,2380.95890410959,22287.8493150685,31763.7397260274,20143.6575342466,1.42515947936495,0.903795482887967
9.5981308411215,2451.34579439252,24918.2990654206,35889.6448598131,6836.5046728972,1.44029272486008,0.274356795178861
9.82658959537572,2509.46242774567,26236.5317919075,27073.3005780347,3630.4450867052,1.03189326976461,0.138373665982216
11.0383141762452,2752.33716475096,26481.091954023,55770.5325670498,15459.8237547893,2.10605108973149,0.583806127845141
9.10687022900763,1860.57251908397,26632.2748091603,42896.9847328244,4623.21374045802,1.61071425705136,0.173594399036009
9.35714285714286,2032.70634920635,27229.3015873016,30298.1984126984,19011.4365079365,1.11270567537538,0.698197728170983
9.92307692307692,2223.66153846154,26652.6076923077,39730.7,4315.26923076923,1.49068715746965,0.161907955896363
9.23423423423423,2269.71171171171,22011.8918918919,38925.7657657658,4749.14414414414,1.76839709902919,0.215753564821636
9.92537313432836,2568.12935323383,32540.5323383085,49524.5273631841,9116.92537313433,1.52193353348682,0.280171365309884
7.95161290322581,2626.40322580645,25247.2419354839,13399.5483870968,23509.5161290323,0.530733155777475,0.931171657843176
10.3714285714286,2784.4253968254,21967.5301587302,39306.1809523809,3911.12063492063,1.78928539842064,0.178040981697085
10.9765625,2077.3515625,28051.671875,54631.1484375,8426.8828125,1.94751844670577,0.300405724480548
13.9550561797753,2377.41573033708,21250.3258426966,29042.7752808989,19625.393258427,1.36669788011182,0.923533756785752
9.0695652173913,2586.11304347826,27404.8086956522,16928.9826086956,5556.78260869565,0.617737667746663,0.202766699465311
12,1403.5,20406.5,23663.8333333333,5560.66666666667,1.15962234255425,0.272494874998979
10.9294871794872,2367.46153846154,26128.8461538461,14499.4551282051,26714.5256410256,0.55492137091828,1.02241505360516
12.6896551724138,2810.10344827586,22746.5172413793,40026.4482758621,3232.75862068965,1.7596737052584,0.142121037097002
12.7272727272727,1433.72727272727,19523.3939393939,17750.8181818182,3490.54545454545,0.909207601758263,0.178787841160255
12.6666666666667,1460.16666666667,20969.25,28057.5,3452.58333333333,1.33803068779284,0.164649824544671
13.0833333333333,1464.75,22961.6666666667,32540.0833333333,3447.83333333333,1.41714814545982,0.150156057196777
13.3720930232558,1472.16279069767,24334.4651162791,32126.1627906977,3613.37209302326,1.32019186109853,0.148487837137871
12.7333333333333,1806.4,19137.4,28542.4666666667,5678.6,1.49144955253413,0.296727873169814
