,0,tick number
0,0.0,0
1,0.000520467643624291,48
2,0.002175563471692829,96
3,0.0030211165807635244,144
4,0.0,0
5,0.0016011726204649172,48
6,0.0029530323906714387,96
7,0.00846408456590394,144
8,0.0,0
9,0.0004956840056489771,48
10,0.003261723760004662,96
11,0.003447844939991977,144
12,2.8870226813988018e-05,0
13,0.0004602041686532722,48
14,0.00265380322814727,96
15,0.00459333423030453,144
16,0.0,0
17,0.0007985312735173002,48
18,0.0017586576343167637,96
19,0.0038381286924683267,144
20,2.8870226813985934e-05,0
21,0.0007471614441324721,48
22,0.003975086099758786,96
23,0.003270765641031055,144
24,0.0,0
25,0.0005649633229840688,48
26,0.004003210089452471,96
27,0.0031552567652253127,144
28,8.627694638535124e-05,0
29,0.0006368999625720521,48
30,0.004537092398814074,96
31,0.004196020939022061,144
32,2.8870226814000412e-05,0
33,0.0006545321631575191,48
34,0.007427235428189674,96
35,0.005806269537797284,144
36,0.0,0
37,0.0006177309312670904,48
38,0.0016162730602081617,96
39,0.0035097572751229423,144
40,0.0,0
41,0.0007809262866545734,48
42,0.002103356830949242,96
43,0.0031756646226351686,144
44,0.0,0
45,0.0005373423526784998,48
46,0.003644327418062121,96
47,0.007923999728355552,144
48,0.0,0
49,0.0006296194623674462,48
50,0.0039122174339296925,96
51,0.003256944538262748,144
52,8.774857095846824e-05,0
53,0.0008081180636050662,48
54,0.0025626644955431825,96
55,0.004516485785034588,144
56,8.583131368047626e-05,0
57,0.0003681272835738029,48
58,0.002107417020779326,96
59,0.00534543945042223,144
60,2.8870226813980683e-05,0
61,0.0007988439075899257,48
62,0.005469561601349318,96
63,0.005876106249988294,144
64,4.253825188233769e-05,0
65,0.0006632229293009913,48
66,0.0027049991121096597,96
67,0.0032021397455681546,144
68,0.0,0
69,0.000703957434343766,48
70,0.0025268624809365887,96
71,0.003994854889514608,144
72,0.0,0
73,0.0005409595334517482,48
74,0.0026850313635131966,96
75,0.002650081307757604,144
76,0.0,0
77,0.0006759830482523977,48
78,0.002897919490213039,96
79,0.007307411588241603,144
80,0.0,0
81,0.0007018430458151086,48
82,0.0021886688711176432,96
83,0.004497196718758946,144
84,0.0,0
85,0.0006156533684050898,48
86,0.0022547768087701004,96
87,0.0032155331597387747,144
88,0.0,0
89,0.0007643346574287976,48
90,0.0022487975287581842,96
91,0.01019091290376196,144
92,0.0,0
93,0.000543023683790596,48
94,0.004448058196591331,96
95,0.009944562613704007,144
96,8.774857095846828e-05,0
97,0.0009970516240455844,48
98,0.003781412584084958,96
99,0.004700203625690954,144
100,0.0,0
101,0.00045937931480377413,48
102,0.002361674178834026,96
103,0.00570652447824624,144
104,0.0,0
105,0.0006078199069496599,48
106,0.003068569432638197,96
107,0.009029655000966502,144
108,0.0,0
109,0.0005913136407046609,48
110,0.0023392068934705887,96
111,0.004216899548385886,144
112,0.0,0
113,0.00033357052308037897,48
114,0.0027660213630670023,96
115,0.0030858248453399435,144
116,0.0,0
117,0.00041330088053675914,48
118,0.002544225696118265,96
119,0.005148731634521429,144
120,0.0,0
121,0.0005175074941659656,48
122,0.0027023584164279565,96
123,0.005265280863890992,144
124,0.0,0
125,0.0008394191136898836,48
126,0.0027684628964987066,96
127,0.004966153718437603,144
128,0.0,0
129,0.0006408308985174134,48
130,0.0024698802145287375,96
131,0.004023303220391495,144
132,2.8870226813973656e-05,0
133,0.000642853579412442,48
134,0.003639598894628011,96
135,0.0019436798023828835,144
136,0.0,0
137,0.0005933780509087174,48
138,0.002372241764638651,96
139,0.003725759076812635,144
140,0.0,0
141,0.0007367130800361687,48
142,0.0020244197870743406,96
143,0.003988404553492739,144
144,0.0,0
145,0.0008412839314360749,48
146,0.004126694497451233,96
147,0.0032030731552886546,144
148,0.0,0
149,0.0007436233969840322,48
150,0.002081117182309403,96
151,0.003784119669208087,144
152,0.0,0
153,0.0006846512386848133,48
154,0.0030141429181720267,96
155,0.006896172755792257,144
156,2.8870226813985484e-05,0
157,0.0008558655546833578,48
158,0.0032507717676297392,96
159,0.0036495061027952067,144
160,0.0,0
161,0.000593855506392746,48
162,0.0018782724779333924,96
163,0.005263569689034351,144
164,0.0,0
165,0.000492041789062859,48
166,0.0036096559227194996,96
167,0.004480758776577843,144
168,0.0,0
169,0.0004932730823487227,48
170,0.0035681759334732148,96
171,0.002953808912548778,144
172,0.0,0
173,0.0005315939417677082,48
174,0.0025773911911448617,96
175,0.005528939854749454,144
176,8.165733261825437e-05,0
177,0.0005057229428379092,48
178,0.0035226053375285848,96
179,0.005031010667747149,144
180,0.0,0
181,0.000594885799876498,48
