,0,48,96,144
0,0.0,0.0019736158720265917,0.01112277019937041,0.020975298126064735
1,0.0,0.0014540922309929372,0.012064624422996223,0.019548126637863872
2,0.0,0.0020695364238410598,0.013567812972916558,0.024193831979463374
3,0.0,0.0010379904504878555,0.009899434318038969,0.018349923837188708
4,0.0,0.0010377750103777502,0.007912801970340094,0.021004243281471005
5,0.0,0.0014530358069538142,0.011505072691141094,0.01983680360157569
6,0.0,0.002388617717312286,0.013210316628223947,0.02126603813709506
7,0.0,0.0012428793371310203,0.010556571727201463,0.018831533174358255
8,0.0,0.0017651334233205274,0.009021294450854925,0.01757431881798533
9,0.0,0.0020833333333333333,0.010585633031388245,0.017038193951441148
10,0.0,0.0013528983244874596,0.01076793780859334,0.024822946175637395
11,0.0,0.0013513513513513514,0.01164681811027753,0.02166408341552769
12,0.0,0.0012448132780082987,0.011871764029077978,0.02255295193863908
13,0.0,0.0009362321855820243,0.010455524615142122,0.018108509584777534
14,0.0,0.002711157455683003,0.00836094021138981,0.021712180781355152
15,0.0,0.0017581962974454442,0.01432305279665447,0.018165079140257074
16,0.0,0.0010393929944912171,0.007397691500524659,0.01789447574501258
17,0.0,0.0021795537104307215,0.011373761727553855,0.02151259316825038
18,0.0,0.002282157676348548,0.012869474234894063,0.018069289322045955
19,0.0,0.002081382037673015,0.00772018276351032,0.02480680334521331
20,0.0,0.0013489675210127633,0.011621211328063655,0.018913864285966336
21,0.0,0.0016575157981974515,0.009157029982732458,0.021417734024910907
22,0.0,0.0008342892898112421,0.012220817530552043,0.017626446749017803
23,0.0,0.0019748466895333125,0.008650065530799476,0.02103439742637961
24,0.0,0.002079434393844874,0.012315916356585084,0.0189873417721519
25,0.0,0.0015577941634645342,0.010316296606619188,0.0211888309124242
26,0.0,0.002290235269623152,0.012507883119613202,0.02348046819912565
27,0.0,0.0015589274579089587,0.010173046670162559,0.018496208631564027
28,0.0,0.0012445550715619166,0.011050013092432575,0.014656423691011436
29,0.0,0.0009366219169528567,0.0075207741664037025,0.022464743816880448
30,0.0,0.0013523353791740351,0.010807407796023294,0.017767573295655245
31,0.0,0.002918490723368772,0.009474681545425835,0.017018717050560805
32,0.0,0.0017638514214567338,0.01109657157812091,0.02021061589192639
33,0.0,0.0009323526364860666,0.011013100892530926,0.022677958983691467
34,0.0,0.001559900166389351,0.011544920235096557,0.019600943097441672
35,0.0,0.0012458471760797341,0.008856513992244,0.022180755553990777
36,0.0,0.0020764119601328905,0.012543297995171617,0.021379359329497832
37,0.0,0.0016654522743832622,0.011338582677165355,0.01847106555626735
38,0.0,0.000725689404934688,0.012938033628411293,0.01821776585228075
39,0.0,0.0026979350420255266,0.010323865422911645,0.02208942482125707
40,0.0,0.001141670991177997,0.010162388685175484,0.02033382841785133
41,0.0,0.0009326424870466321,0.010101010101010102,0.016896429833863556
42,0.0,0.0012457178449081284,0.01047833604023681,0.016432668285302085
43,0.0,0.002803447201744367,0.00996538340501416,0.019409581050026516
44,0.0,0.0027007375090890204,0.012547249055018899,0.0208296180047794
45,0.0,0.0010362694300518134,0.010510353482535035,0.022067363530778164
46,0.0,0.0027024217856771644,0.007500262246931711,0.018052458320059465
47,0.0,0.0005193725979017347,0.009283541382565824,0.017189044190314837
48,0.0,0.0015589274579089587,0.01159435496563664,0.016966490299823632
49,0.0,0.0015560165975103733,0.009071364899585758,0.019149764610102298
50,0.0,0.0024916943521594683,0.010372465818010372,0.01971243861942276
51,0.0,0.0009334163036714375,0.01165891148638051,0.026717288898263376
52,0.0,0.0011420265780730898,0.009164222873900294,0.01917487772028071
53,0.0,0.0009330292349160273,0.011245946228685008,0.023052407932011333
54,0.0,0.001974641446684681,0.010555059601953473,0.022660689703857966
55,0.0,0.0027131378482729836,0.012274786639974713,0.021335510667755332
56,0.0,0.0011403690648973668,0.010726245290916701,0.02519912596038627
57,0.0,0.0026965359883841526,0.011588275391956374,0.01720066264847908
58,0.0,0.0028081123244929796,0.008782078249894826,0.018084654586636467
59,0.0,0.0018685767673621925,0.009901508801341156,0.02492145857601751
60,0.0,0.0016637204949568473,0.015080657873995061,0.028730338670823297
61,0.0,0.002288329519450801,0.012178477690288713,0.02063943161634103
62,0.0,0.0013533208411409536,0.009406200735680504,0.023704227843622853
63,0.00020002000200020003,0.0015621745469693814,0.009957850368809274,0.020302760463045414
64,0.0,0.001450626878043726,0.011130852842809364,0.01766347546543258
65,0.0,0.0010371292263015972,0.009852216748768473,0.023831477409745373
66,0.0,0.0017662337662337662,0.009540284111757613,0.015973083052948468
67,0.0,0.002283578991073282,0.012590494176896443,0.024128781178135505
68,0.0,0.0013526167932577256,0.01212025814575791,0.020358941618784137
69,0.0,0.00177157148812005,0.010740799241825937,0.021048140510559626
70,0.0,0.0009351620947630922,0.011118686736245869,0.02029955947136564
71,0.0,0.0013521947160391097,0.01043578583040537,0.017016449234259785
72,0.0,0.0018732438339057135,0.012450748620961388,0.019199433227063408
73,0.0,0.0014534883720930232,0.010121139021448424,0.020486736604146797
74,0.0,0.0018695471541337765,0.011113440972950304,0.025640118828688642
75,0.0,0.0026970954356846473,0.011831841264855243,0.017553753965456467
76,0.0,0.0019660596026490067,0.012750836120401338,0.018641623579895183
77,0.0,0.002183179124649132,0.010914624547410401,0.022798769926831854
78,0.0,0.0020846362309776944,0.009576931172384761,0.020836276310213307
79,0.0,0.001868188894654904,0.013446345419348088,0.023805325339446307
80,0.0,0.0011403690648973668,0.01101482564209647,0.0168651839359123
81,0.0,0.0022793203481143802,0.0111790210520817,0.019091484424442726
82,0.0,0.002593092002904263,0.00963703975278898,0.021846719457013573
83,0.0,0.0018637399047421825,0.009945561139028477,0.019185328866161172
84,0.0,0.0018685767673621925,0.012573344509639563,0.016502115655853314
85,0.0,0.002693463172070859,0.012451606152558335,0.017131150436226202
86,0.0,0.001863932898415657,0.010497179862126593,0.017843289371605897
87,0.0,0.001976284584980237,0.010760589995275838,0.02144194425800982
88,0.0,0.0017653167185877467,0.008961794455217232,0.017216947711492136
89,0.0,0.0017611105355847922,0.010391644908616188,0.020524155352068203
90,0.0,0.0016638935108153079,0.01476228001050696,0.02141995886233066
91,0.0,0.0009365244536940686,0.010746487733277417,0.022649062434159702
92,0.0,0.0010368066355624676,0.013296340888865624,0.019087605405214692
93,0.0,0.0029106029106029108,0.0118042075442002,0.020731100206244222
94,0.0,0.0018718801996672214,0.014265484869145644,0.018772358587468566
95,0.0,0.0016632016632016633,0.009869802603947922,0.018525077925758006
96,0.0,0.0012457178449081284,0.009382534856903239,0.021766874645490642
97,0.0,0.003422526446795271,0.01012166981329977,0.021293876686206654
98,0.0,0.0019785483703009476,0.011610191752035724,0.021699754945484248
99,0.0,0.0026984950700570834,0.009836751778987024,0.02230747371412333
