,0,tick number
0,0.0,0
1,9.941357078446268e-05,48
2,0.001099957949287768,96
3,0.0033423682343140626,144
4,0.0,0
5,0.0004106759955897619,48
6,0.0011788081699044988,96
7,0.0048487187903521285,144
8,0.0,0
9,0.00031259604026771825,48
10,0.0016166532713912673,96
11,0.007053318820205106,144
12,0.0,0
13,0.00038835134724725704,48
14,0.0013881941294056034,96
15,0.004682718433929923,144
16,0.0,0
17,0.0002400736664990901,48
18,0.0014717108869352529,96
19,0.004807422556789569,144
20,0.0,0
21,0.00021521871405461563,48
22,0.001645078672726259,96
23,0.0026674255518602612,144
24,0.0,0
25,0.00021714110930865258,48
26,0.0017872680083629545,96
27,0.006900674894650534,144
28,0.0,0
29,0.0002758022648243628,48
30,0.0018224407217952714,96
31,0.002134155458877906,144
32,0.0,0
33,0.00018187622098292646,48
34,0.0005634110310450597,96
35,0.003017360818158939,144
36,0.0,0
37,0.00023478161562823035,48
38,0.001190224497925523,96
39,0.0045704262824156384,144
40,0.0,0
41,0.00027604389280645037,48
42,0.0021636834265615443,96
43,0.004975154524422419,144
44,0.0,0
45,0.0002919170410512958,48
46,0.0014375016806789992,96
47,0.006338681963785542,144
48,0.0,0
49,0.0004064226999412553,48
50,0.0017057482609524935,96
51,0.006708770105117852,144
52,0.0,0
53,0.00036452296916407494,48
54,0.0011820821752366976,96
55,0.00374293864965779,144
56,0.0,0
57,0.0003293327679169761,48
58,0.0017169804400948448,96
59,0.0053966068349891325,144
60,0.0,0
61,0.00036076157844130806,48
62,0.0023390633978308756,96
63,0.003060487463552559,144
64,0.0,0
65,0.00024656072551804196,48
66,0.0014240893539179452,96
67,0.0028991932828390634,144
68,0.0,0
69,0.0003719713041425442,48
70,0.0017108616964076645,96
71,0.01786579568635597,144
72,0.0,0
73,0.0004138494703991989,48
74,0.0012735416776652284,96
75,0.0020315435014157564,144
76,0.0,0
77,0.0002946494847750984,48
78,0.0017101314968282952,96
79,0.008286996048860235,144
80,0.0,0
81,0.00026035476996497044,48
82,0.0013190642535536366,96
83,0.0022558122187395094,144
84,0.0,0
85,0.0002762460485495866,48
86,0.00147019764509755,96
87,0.004159257357707839,144
88,0.0,0
89,0.0002849462141340659,48
90,0.001402875260527567,96
91,0.0032668134072749385,144
92,0.0,0
93,0.00027346220168094444,48
94,0.0018613679875597062,96
95,0.0050606615360850584,144
96,0.0,0
97,0.0005475489145629895,48
98,0.0016323614309044204,96
99,0.00337880968265178,144
100,0.0,0
101,0.00033103798281411303,48
102,0.0012345298376436214,96
103,0.0026671090677702625,144
104,0.0,0
105,0.00018349664038678777,48
106,0.001031160718556539,96
107,0.007786096518747537,144
108,0.0,0
109,0.00023921293652096138,48
110,0.0016380251363067708,96
111,0.0028184544476482117,144
112,0.0,0
113,0.0004224539235033035,48
114,0.0014744436144030681,96
115,0.004524892684466041,144
116,0.0,0
117,0.0003177583185473013,48
118,0.0012928837611582685,96
119,0.0027908620067930434,144
120,0.0,0
121,0.00025101361423102224,48
122,0.0017853088226909208,96
123,0.004672487481255797,144
124,0.0,0
125,0.0002504756157133919,48
126,0.001349483546827284,96
127,0.004338705117775454,144
128,0.0,0
129,0.00019837314421792296,48
130,0.0013297143978534365,96
131,0.00475652152125579,144
132,0.0,0
133,0.000202973318255821,48
134,0.001577997051664837,96
135,0.006185833129765951,144
136,0.0,0
137,0.00020316887837191062,48
138,0.002067662799175178,96
139,0.0058975043393115255,144
140,0.0,0
141,0.0001928487722446283,48
142,0.0012865980414802451,96
143,0.0036287058562941166,144
144,0.0,0
145,0.00028486617110706677,48
146,0.0015089151983250812,96
147,0.0024812809761681066,144
148,0.0,0
149,0.0004044577651643082,48
150,0.0011561063801571307,96
151,0.011003260557148682,144
152,0.0,0
153,0.00027950643715276923,48
154,0.0017289696873790741,96
155,0.0023686194655906903,144
156,0.0,0
157,0.00028874167922072883,48
158,0.0019590066474141285,96
159,0.004421980236186555,144
160,0.0,0
161,6.863498831974318e-05,48
162,0.0012761085023800462,96
163,0.004678798961212644,144
164,0.0,0
165,0.0002652568183930366,48
166,0.0025470058857125846,96
167,0.005498828468603931,144
168,0.0,0
169,0.00019879163792079396,48
170,0.001491368143881698,96
171,0.005974039607954823,144
172,0.0,0
173,0.0003188465933785236,48
174,0.0009155578137856485,96
175,0.00319531091316512,144
176,0.0,0
177,0.00010306983034871886,48
178,0.0015443044516061505,96
179,0.0047892763648184344,144
180,0.0,0
181,0.00019128230968790285,48
182,0.0018246607235570369,96
183,0.004562565813673312,144
184,0.0,0
185,0.000400808277569537,48
186,0.0017975860895045024,96
187,0.002683190365241777,144
188,0.0,0
189,0.0002392195012856461,48
190,0.0010581394687726453,96
191,0.011924820835330245,144
192,0.0,0
193,0.00031110400243994515,48
194,0.001553332049001784,96
195,0.003752780292330363,144
196,0.0,0
197,0.00028791503374618355,48
198,0.0016884840263641625,96
199,0.0029472859207640718,144
200,0.0,0
201,0.00027126229797911705,48
202,0.001292830368340252,96
203,0.0036421634655382645,144
204,0.0,0
205,0.0003031435397431095,48
206,0.0014050672493269257,96
207,0.005960739870280529,144
208,0.0,0
209,0.00036806339786150564,48
210,0.0019240123146986611,96
211,0.005919304263900738,144
212,0.0,0
213,0.000250621604610873,48
214,0.0015022468863469945,96
215,0.004734144756018432,144
216,0.0,0
217,0.00025927746520887525,48
218,0.001914359263596336,96
219,0.004128938183371526,144
220,0.0,0
221,0.0001462536739633603,48
222,0.001550102136006939,96
223,0.006802458374282723,144
224,0.0,0
225,0.00033576914307544936,48
226,0.0010517180313898567,96
227,0.006753231413925209,144
228,0.0,0
229,0.0002491547707206099,48
230,0.0011818679325355697,96
231,0.004065666089080532,144
232,0.0,0
233,0.00046711050586708164,48
234,0.0014061842273669948,96
235,0.002205771518796776,144
236,0.0,0
237,0.0002637957509935603,48
238,0.0014498328440131153,96
239,0.008195324918371301,144
240,2.887022681398708e-05,0
241,0.0003077245993470489,48
242,0.0018496937539271296,96
243,0.002415744672592834,144
244,0.0,0
245,0.0002251139854738828,48
246,0.001927002190702612,96
247,0.0024216673175701795,144
248,0.0,0
249,0.00030267663205154206,48
250,0.001804419408993512,96
251,0.00510918530684008,144
252,0.0,0
253,0.00027159701833102604,48
254,0.0010444880173701705,96
255,0.00521255822924851,144
256,0.0,0
257,0.00028375679341639245,48
258,0.0013024742989375994,96
259,0.002484031066921366,144
260,0.0,0
261,0.00024441098881371914,48
262,0.001408485927501703,96
263,0.007530346089147075,144
264,0.0,0
265,0.00032580580027291876,48
266,0.001969659443825314,96
267,0.00418985652751607,144
268,2.8870226813986622e-05,0
269,0.00028937561460181966,48
270,0.0014440413527511003,96
271,0.005771387836935592,144
272,0.0,0
273,0.00029623501028351915,48
274,0.0014180956105778596,96
275,0.0022813470186212738,144
276,0.0,0
277,0.0003549813329118343,48
278,0.0013349292161154048,96
279,0.008055091831124834,144
280,0.0,0
281,0.0002790540898098599,48
282,0.002022439044850227,96
283,0.003056825625573463,144
284,0.0,0
285,0.0005264127981780062,48
286,0.0014572781892636842,96
287,0.003120515512624057,144
288,0.0,0
289,0.00024508917160594526,48
290,0.0013687894409371408,96
291,0.0046726105251495235,144
292,0.0,0
293,0.0002664335497772249,48
294,0.0011247717517259249,96
295,0.0023460920524725347,144
296,0.0,0
297,0.0003821089491553401,48
298,0.001513314076056156,96
299,0.012511146561733652,144
300,0.0,0
301,0.00021491471426479862,48
302,0.001077314415161664,96
303,0.0103541053494701,144
304,0.0,0
305,0.0002288916752550157,48
306,0.001364378063346562,96
307,0.002879199591663842,144
308,0.0,0
309,0.00031085814779503257,48
310,0.001460564200458459,96
311,0.0030395543051598053,144
312,0.0,0
313,0.00031392331178258783,48
314,0.0012119168977431781,96
315,0.0032815040508137093,144
316,0.0,0
317,0.00024700944365619687,48
318,0.001354600378948491,96
319,0.006870395819422534,144
320,0.0,0
321,0.00040065268041216404,48
322,0.0013614097949404813,96
323,0.0031254335317160075,144
324,0.0,0
325,0.00032346192933171286,48
326,0.0011513361567171304,96
327,0.005024022280825977,144
328,0.0,0
329,0.0003593221885861511,48
330,0.0011337142501003708,96
331,0.017998220433917075,144
332,0.0,0
333,0.000334290314286804,48
334,0.0016263773755556593,96
335,0.002655914248843384,144
336,0.0,0
337,0.00018397135736459276,48
338,0.001595079460278869,96
339,0.003521674356428415,144
340,0.0,0
341,4.860560367594596e-05,48
342,0.0017403039278300117,96
343,0.0024164468440069278,144
344,0.0,0
345,0.0004011108262510653,48
346,0.001712825911299568,96
347,0.0035005565825888536,144
348,0.0,0
349,0.00027044786980661345,48
